dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23
3404680,New Jersey,1,3,Elsinboro Township School District,117,255000,112,203000,121,199000,117,217000,1403000,132000,1584000,3119000,91000,42000,133000,1549000,209000,1624000,3382000,91000,44000,135000,1938000,433000,1605000,3976000,91000,49000,140000,1835000,243000,1610000,3688000,91000,40000,131000,18,19,14,15
3404710,New Jersey,3,3,Emerson Public School District,1100,3171000,1027,3136000,1057,3636000,1055,3758000,4287249.183895539,397243.38048603554,22695507.435618427,27380000,876000,236000,1112000,4957724.0496696755,904114.005049981,22862161.945280343,28724000,1257000,253000,1510000,6147193.928089021,1545733.356917733,23176072.71499325,30869000,1430000,286000,1716000,6791693.29412478,1017511.914145395,24967794.791729823,32777000,1673000,245000,1918000,186,186,187,182
3404740,New Jersey,3,3,Englewood Public School District,2990,9812000,2955,10590000,2818,11353000,2873,11046000,21858930.253304224,3207903.796041975,56489165.9506538,81556000,3098000,1116000,4214000,24730638.617580768,3785341.063278648,57204020.31914058,85720000,3821000,867000,4688000,28717606.13634405,9704523.839620022,62184870.02403593,100607000,4057000,1812000,5869000,28714559.710602317,7995472.325602167,60318967.96379551,97029000,3937000,1359000,5296000,614,618,639,629
3404770,New Jersey,1,3,Englewood Cliffs School District,483,2054000,431,2112000,403,2157000,391,1795000,2391000,243000,14161000,16795000,536000,120000,656000,3048000,263000,14319000,17630000,691000,138000,829000,3759000,254000,14622000,18635000,855000,149000,1004000,3574000,358000,14822000,18754000,652000,97000,749000,68,50,43,55
3404830,New Jersey,1,3,Essex Fells School District,250,1102000,251,1127000,253,1117000,244,1162000,1064000,69000,5244000,6377000,157000,55000,212000,1445000,111000,5434000,6990000,281000,57000,338000,1715000,260000,5564000,7539000,240000,69000,309000,1887000,265000,5771000,7923000,372000,59000,431000,38,39,43,40
3404860,New Jersey,1,3,Estell Manor School District,195,429000,189,528000,180,473000,177,369000,2410090.3213166143,100544.86677115988,2570364.8119122256,5081000,183000,31000,214000,2521409.622886866,180382.31469440833,2604208.062418726,5306000,192000,65000,257000,2874171.3325867862,572077.2676371781,2708751.399776036,6155000,189000,76000,265000,2972718.5705169113,544998.404594767,2693283.0248883218,6211000,183000,62000,245000,39,-8,30,25
3404890,New Jersey,1,3,Evesham Township School District,4461,16251000,4291,16024000,4345,16315000,4379,16865000,24859971.266540643,2032670.5914123685,65667358.14204699,92560000,3469000,1179000,4648000,26179508.60920312,3201206.2387026804,67410285.1520942,96791000,3609000,1295000,4904000,28423718.251034535,5735127.197488311,69960154.55147715,104119000,3701000,1444000,5145000,26904498.486161277,2997387.085154645,72796114.42868409,102698000,3768000,1285000,5053000,1075,973,981,1066
3404920,New Jersey,3,3,Ewing Township School District,3458,11627000,3388,11177000,3414,13334000,3469,13558000,24016249.762104675,2633560.6940945983,61887189.54380073,88537000,3503000,996000,4499000,26770218.88107444,3768849.034021099,62975932.08490446,93515000,3493000,988000,4481000,32430516.029948168,5804179.017085813,64935304.95296602,103170000,3556000,1025000,4581000,35988291.92125537,7019495.580004214,65161212.49874041,108169000,3427000,1483000,4910000,772,747,744,773
3404950,New Jersey,1,3,Fair Haven School District,989,3184000,970,3283000,979,3398000,962,3270000,3481000,122000,15148000,18751000,786000,76000,862000,4214000,259000,15801000,20274000,960000,165000,1125000,4938000,660000,16533000,22131000,794000,279000,1073000,5506000,581000,16871000,22958000,1040000,368000,1408000,153,137,144,146
3404980,New Jersey,3,3,Fair Lawn Public School District,5218,18514000,5255,18040000,5329,18607000,5466,21169000,23971199.431099873,2217723.2244157023,97136077.34448442,123325000,6346000,1166000,7512000,29600497.89643406,6507398.477633207,95866103.62593274,131974000,7776000,1267000,9043000,38944002.82055965,10060509.080578722,98728488.09886163,147733000,7371000,1488000,8859000,45259811.66444808,7114663.932181368,103290524.40337054,155665000,7389000,1382000,8771000,1108,986,939,1025
3405010,New Jersey,1,3,Fairfield Public Schools School District,687,1871000,697,2001000,699,2299000,693,2337000,2547000,202000,11967000,14716000,379000,91000,470000,2971000,266000,12461000,15698000,419000,180000,599000,3940000,715000,12536000,17191000,518000,257000,775000,4300000,658000,12787000,17745000,830000,179000,1009000,79,68,74,84
3405040,New Jersey,1,3,Fairfield Township School District,552,903000,480,627000,486,798000,505,1227000,8655321.553592265,1515221.3702283714,1611457.0761793633,11781999.999999998,357000,164000,521000,8581760.67368421,1366328.5894736843,1707910.7368421052,11656000,382000,198000,580000,8904176.298361799,3553950.993377483,1738872.708260718,14197000,376000,203000,579000,9037647.16045673,2131254.432091346,1780098.407451923,12948999.999999998,397000,180000,577000,72,73,-8,55
3405070,New Jersey,1,3,Fairview Public School District,1536,3137000,1521,3199000,1529,3422000,1540,3613000,18159929.158025716,1740651.292686299,16236419.549287986,36137000,2094000,449000,2543000,20459548.960149597,2736201.096707351,16351249.943143051,39547000,2313000,475000,2788000,26916607.472802624,3085267.268174754,16315125.25902262,46317000,2406000,414000,2820000,32693000,9259000,16339000,58291000,2067000,499000,2566000,279,230,207,204
3405190,New Jersey,1,3,Flemington-Raritan Regional School District,3075,11188000,2958,11904000,3026,12377000,3137,12771000,16442000,1266000,57289000,74997000,3040000,669000,3709000,19360000,2968000,60845000,83173000,3778000,819000,4597000,23704000,3504000,61049000,88257000,5254000,900000,6154000,21858000,2568000,63576000,88002000,3529000,777000,4306000,611,549,544,581
3405220,New Jersey,3,3,Florence Township School District,1553,6008000,1465,5354000,1523,5706000,1506,7360000,13289643.158992372,1107628.4506887656,20190728.390318863,34588000,1359000,521000,1880000,14467194.784288472,1892832.152822494,19451973.062889032,35812000,1566000,534000,2100000,16463053.0726257,2978279.3296089387,19717667.597765364,39159000,1652000,568000,2220000,16758296.627666896,2514268.1016683676,20842435.270664737,40115000,1532000,500000,2032000,324,282,275,279
3405250,New Jersey,1,3,Florham Park School District,989,3737000,958,3717000,948,4073000,952,4526000,3648905.167799053,270252.3368334363,20298842.495367512,24218000,636000,213000,849000,4423669.5827204455,343121.15816366026,21001209.259115893,25768000,819000,252000,1071000,5550713.634745461,580819.0103239587,21901467.35493058,28033000,933000,275000,1208000,5794534.352205627,467317.26293852035,22486148.38485585,28748000,1101000,232000,1333000,171,143,144,160
3405280,New Jersey,1,3,Folsom Borough School District,386,950000,385,941000,382,1032000,376,1156000,7343000,288000,2078000,9709000,461000,101000,562000,7511000,615000,2097000,10223000,523000,103000,626000,7719000,656000,2212000,10587000,476000,121000,597000,8929917.891025104,783500.1259340106,2099581.9830408865,11813000,474000,103000,577000,85,83,76,77
3405310,New Jersey,3,3,Fort Lee School District,4142,12449000,4078,13494000,4030,15152000,3992,16626000,14453636.981868962,1491493.3867689967,71811869.63136204,87757000,3679000,503000,4182000,17972039.46012992,3212767.633022894,73266192.90684718,94451000,4412000,1070000,5482000,22567000,6581000,75191000,104339000,5496000,1470000,6966000,23858511.52172695,4474282.9172191,78704205.56105395,107037000,5960000,947000,6907000,608,555,556,600
3405340,New Jersey,1,3,Frankford Township Consolidated School District,504,1615000,479,1625000,503,1825000,504,2035000,3815372.7747084103,281437.3848987109,8909189.840392878,13006000,645000,148000,793000,4035579.227696405,359911.22947181534,9044509.54283178,13440000.000000002,694000,153000,847000,4293708.586416344,738059.0833793484,9418232.330204306,14449999.999999998,617000,174000,791000,4286775.355450237,545444.5497630332,9895780.09478673,14728000,729000,156000,885000,77,72,78,89
3405370,New Jersey,1,3,Franklin Lakes School District,1148,6505000,1155,6740000,1163,7199000,1211,7647000,6148000,390000,30917000,37455000,1001000,285000,1286000,7145000,457000,31107000,38709000,1369000,290000,1659000,7479358.706329815,843290.2445782222,31111351.04909196,39433999.99999999,1611000,352000,1963000,9556000,999000,34033000,44588000,1587000,273000,1860000,214,174,179,178
3405400,New Jersey,1,3,Franklin Borough School District,454,1693000,469,1706000,477,1768000,474,1955000,5489554.7870097,395714.8882328131,5842730.324757487,11728000,366000,178000,544000,5635346.20355412,574650.4846526656,6077003.311793215,12287000.000000002,319000,189000,508000,6449961.93002581,1250775.6667622598,6112262.40321193,13813000,347000,216000,563000,6646859.906129995,803391.1250177784,6343748.968852226,13794000,398000,197000,595000,92,94,93,82
3405430,New Jersey,1,3,Township of Franklin School District,1421,3589000,1302,3403000,1263,3535000,1326,3000000,12436515.747449355,1005543.6196954014,13463940.632855242,26906000,820000,391000,1211000,13112940.750517229,1514895.1986873082,13093164.050795462,27721000,805000,381000,1186000,14082725.557123631,2541273.4254488167,13481001.017427549,30104999.999999996,885000,465000,1350000,13728238.811947271,1943189.7213415653,14036571.466711164,29708000,1034000,396000,1430000,294,245,246,263
3405460,New Jersey,1,3,Franklin Township School District,272,1155000,253,1185000,258,1420000,280,1931000,1396307.3011260442,137832.90955321467,6714859.789320741,8249000,376000,82000,458000,1668000,181000,6806000,8655000,520000,68000,588000,2039000,285000,6970000,9294000,621000,68000,689000,2244108.9832181637,482721.3228035538,7314169.693978283,10041000,726000,92000,818000,41,-8,42,49
3405490,New Jersey,3,3,Franklin Township School District,7078,23858000,6923,24468000,6985,27923000,7123,29957000,37827472.03353959,4923675.246407191,140228852.7200532,182979999.99999997,6626000,2010000,8636000,42939253.76525112,6309235.772396608,142238510.46235228,191487000,7392000,1632000,9024000,50445298.41552792,11459797.027846292,145921904.55662578,207827000,8844000,2345000,11189000,52461726.37542621,11436188.55579708,148353085.06877673,212251000,8751000,2693000,11444000,1389,1271,1248,1307
3405580,New Jersey,1,3,Freehold Borough School District,1644,5298000,1623,5380000,1583,5722000,1592,5897000,20622000,3014000,11057000,34693000,1746000,428000,2174000,22586000,3794000,10963000,37343000,1913000,458000,2371000,27257000,5042000,11332000,43631000,1896000,611000,2507000,30604000,6629000,11170000,48403000,1874000,499000,2373000,352,302,285,298
3405610,New Jersey,2,3,Freehold Regional High School District,10568,25081000,10383,23052000,10413,24277000,10316,26642000,77032472.91556028,3455956.7180031864,143331570.36643654,223820000,9847000,2140000,11987000,78013857.43686433,4653680.842871179,141381461.7202645,224049000,10805000,2199000,13004000,79887826.38178581,8763324.39713267,147047849.22108153,235699000,10469000,2609000,13078000,75833080.94812538,9616047.43132522,151695871.6205494,237145000.00000003,10351000,2413000,12764000,1858,1877,1870,1797
3405640,New Jersey,1,3,Freehold Township School District,3687,15009000,3573,15351000,3491,15480000,3445,16656000,16193754.011694364,1583878.1324188868,73199367.85588674,90977000,3403000,897000,4300000,18771734.710020356,2300251.9590368816,73673013.33094276,94745000,3775000,953000,4728000,22793000,5169000,74917000,102879000,4133000,1086000,5219000,23209000,3158000,76867000,103234000,4285000,907000,5192000,576,563,559,588
3405670,New Jersey,1,3,Frelinghuysen Township School District,137,338000,130,260000,128,237000,131,256000,828915.3147306944,56099.28617780662,2095985.399091499,2981000,124000,38000,162000,820900.2831078955,136657.43944636677,2080442.2774457375,3038000,123000,38000,161000,814336.9143539242,180444.34497165025,2138218.7406744254,3133000,143000,36000,179000,868408.3424807903,261778.26564215147,2389813.391877058,3520000,132000,43000,175000,23,20,-8,13
3405730,New Jersey,1,3,GALLOWAY TOWNSHIP PUBLIC SCHOOLS,3301,12550000,3171,12170000,3059,11776000,3061,13039000,37989822.582301885,3834966.1291150944,35594211.28858302,77418999.99999999,2689000,947000,3636000,41955693.32226419,6666469.908679537,36244836.769056275,84866999.99999999,2955000,1026000,3981000,46313828.22381762,8422409.360442812,35761762.41573957,90498000,2919000,1102000,4021000,45688214.28884987,6529010.458735733,38045775.2524144,90263000,2960000,1055000,4015000,693,594,580,627
3405760,New Jersey,3,3,Garfield Public School District,4948,15691000,4726,16026000,4669,17627000,4709,19761000,77431612.12699689,5026908.084664591,29367479.788338523,111826000,5015000,1249000,6264000,84271358.33446358,9941291.227752913,30678350.437783506,124891000,5704000,1263000,6967000,89842304.23119567,10474396.509174148,30503299.259630173,130820000,5347000,1507000,6854000,92483376.38304935,8225366.549568488,34165257.067382164,134874000,5975000,1263000,7238000,892,807,849,878
3405790,New Jersey,1,3,Garwood Boro,358,1366000,347,1482000,354,1353000,357,1502000,1518041.735098058,189136.315331852,8542821.94957009,10250000,465000,104000,569000,1775748.5567671584,284238.6144964721,8748012.828736369,10807999.999999998,506000,105000,611000,2117000,501000,9052000,11670000,567000,123000,690000,2248000,341000,9235000,11824000,591000,105000,696000,71,28,54,51
3405820,New Jersey,2,3,Gateway Regional High School District,900,2975000,875,2888000,836,3013000,849,3259000,11504714.442634748,900351.5775917579,13976933.979773492,26382000,647000,251000,898000,12489698.831285588,1079109.9790230747,13105191.18969134,26674000,748000,227000,975000,14286047.941270348,2473104.053622726,14546848.005106926,31306000,704000,279000,983000,14774242.832843669,1617945.879078398,15901811.288077934,32294000.000000004,747000,299000,1046000,223,210,219,226
3405880,New Jersey,3,3,Glassboro School District,1925,5574000,1811,5842000,1817,5286000,1866,5587000,22650657.6069847,2279764.3713140385,22072578.02170126,47003000.00000001,456000,618000,1074000,22667821.333388004,3456246.0740497764,22586932.59256222,48711000.00000001,668000,577000,1245000,24252034.017742164,8320718.861782801,23270247.12047503,55843000,513000,721000,1234000,24408997.10117647,4390597.609411765,23663405.289411765,52463000,696000,625000,1321000,385,352,337,338
3405940,New Jersey,3,3,Glen Ridge Public School District,1861,3901000,1823,3962000,1821,4159000,1810,5248000,6839000,542000,33634000,41015000,1231000,363000,1594000,8111000,780000,34131000,43022000,1345000,379000,1724000,10299000,1514000,35837000,47650000,1754000,461000,2215000,10715951.103184303,1853156.7904450812,36961892.10637061,49531000,2124000,385000,2509000,312,302,309,299
3405970,New Jersey,3,3,Glen Rock Public School District,2530,7420000,2544,7019000,2556,8091000,2590,9162000,9904000,561000,52288000,62753000,2002000,542000,2544000,12308000,1007000,52704000,66019000,2380000,581000,2961000,15662000,1729000,54918000,72309000,2770000,699000,3469000,15858540.97237448,819652.6940363955,55824806.33358912,72503000,3237000,587000,3824000,533,499,504,498
3406000,New Jersey,3,3,Gloucester City Public School District,2212,5677000,2220,6565000,2284,6766000,2323,7081000,39865955.33853161,2730423.666332124,8346620.995136262,50943000,1685000,729000,2414000,41629589.9298036,3793273.840639235,7822136.229557165,53245000,1944000,740000,2684000,45088768.378456496,8387358.608729165,8482873.012814337,61959000,1854000,895000,2749000,46809666.0561072,5968277.161862528,9100056.782030271,61878000,1929000,752000,2681000,473,436,448,433
3406030,New Jersey,1,3,Gloucester Township Public Schools,6361,16244000,6368,15451000,6397,16813000,6548,18598000,73333270.14457813,5095861.396968547,55773868.45845332,134203000,5283000,1809000,7092000,79979111.01236394,6504737.357004216,53967151.63063185,140451000,5939000,1904000,7843000,88007187.58078693,9343724.21281216,57009088.20640091,154360000,6772000,2249000,9021000,91706742.85180922,9108329.460813291,59490927.68737749,160306000,8765000,1958000,10723000,1242,1144,1055,1031
3406060,New Jersey,2,3,Greater Egg Harbor Regional High School District,3031,7407000,3004,9126000,3083,9825000,2968,9427000,41885528.0511811,3073840.551181102,39446631.39763779,84406000,2920000,767000,3687000,43880349.357277244,3463593.50179692,39626057.14092584,86970000,3300000,915000,4215000,48896880.7535926,4611353.952636643,41588765.29377075,95097000,3336000,965000,4301000,51331182.20122071,6337354.8336286675,43327462.96515062,100996000,3432000,845000,4277000,671,694,705,663
3406120,New Jersey,1,3,Green Brook Township Public School District,767,3126000,700,3176000,726,3315000,727,3189000,4076768.159475696,306254.77880939376,24746977.06171491,29130000,1332000,168000,1500000,4867011.144617805,383346.8270617543,25126642.02832044,30376999.999999996,1526000,174000,1700000,5476505.07398913,655708.0021364165,25537786.923874453,31670000,1592000,199000,1791000,5622914.269063247,605268.4804613214,26280817.250475433,32509000,1548000,172000,1720000,133,109,104,99
3406150,New Jersey,1,3,Greenwich Township School District,84,66000,79,77000,74,54000,82,106000,709000,93000,1070000,1872000,37000,19000,56000,794000,148000,1053000,1995000,37000,24000,61000,916000,187000,1097000,2200000,37000,24000,61000,1128992.263843648,208888.43648208468,1105119.2996742672,2443000,37000,28000,65000,9,-8,-8,10
3406180,New Jersey,1,3,Greenwich Township School District,442,1708000,377,1796000,417,1574000,423,1798000,2569000,399000,10608000,13576000,484000,167000,651000,2790985.0532789817,734573.1245083315,10206441.822212689,13732000,476000,182000,658000,3051274.6843303666,829741.2543986752,10434984.061270958,14316000,454000,187000,641000,3098000.133324445,627744.8170121992,11174255.049663356,14900000,519000,183000,702000,121,88,82,89
3406210,New Jersey,1,3,Greenwich Township School District,698,3099000,639,3112000,663,3643000,658,3905000,7888000,228000,11388000,19504000,797000,137000,934000,8073000,428000,11349000,19850000,969000,148000,1117000,8244000,786000,11750000,20780000,998000,160000,1158000,8237000,897000,12287000,21421000,988000,146000,1134000,121,118,117,111
3406240,New Jersey,1,3,Guttenberg School District,971,2685000,911,2643000,912,2942000,949,3118000,10508000,1599000,11449000,23556000,1252000,241000,1493000,11396000,2112000,11405000,24913000,1254000,257000,1511000,13473013.388687078,3988347.067981318,11366639.543331604,28828000,1249000,307000,1556000,15464463.398102123,3733214.221160674,11703322.380737202,30901000,1240000,247000,1487000,102,93,90,93
3406270,New Jersey,3,3,Hackensack School District,5651,21095000,5377,21715000,5332,22353000,5111,23652000,42182703.817234986,5140300.939334362,90465995.24343064,137789000,6295000,1467000,7762000,48123209.55364547,10086956.720327493,89115833.72602704,147326000,6502000,1623000,8125000,60385685.17834769,10323960.535315445,89173354.28633687,159883000,6811000,1795000,8606000,67435029.23608927,16670827.412763285,90637143.35114744,174743000,6998000,1493000,8491000,1335,1098,1078,1080
3406300,New Jersey,3,3,Hackettstown Public School District,1948,6464000,1960,6420000,1987,6489000,2048,7563000,12253818.869684642,915969.99300355,25003211.13731181,38173000,1323000,430000,1753000,13847103.7959813,1682182.7993832447,24877713.40463545,40407000,1341000,464000,1805000,18022670.48937858,2244044.800754539,25932284.709866885,46199000.00000001,1302000,464000,1766000,21165237.578684825,2224113.385328002,26658649.035987172,50048000,1400000,582000,1982000,357,356,355,392
3406330,New Jersey,3,3,HADDON HEIGHTS School District,1501,3617000,1514,3816000,1561,4305000,1483,4395000,5636225.420817588,510929.78357952595,22958844.795602884,29105999.999999996,528000,264000,792000,6856000,916000,23839000,31611000,578000,371000,949000,8192000,1780000,24435000,34407000,572000,484000,1056000,8231647.226905163,1198657.3992056462,25556695.37388919,34987000,557000,446000,1003000,315,247,309,306
3406360,New Jersey,3,3,Haddon Township School District,2060,5631000,1971,5398000,2026,6285000,2072,6603000,14125000,968000,27493000,42586000,1377000,605000,1982000,15467000,1865000,27350000,44682000,1585000,601000,2186000,17345372.603982028,2405722.989405994,28700904.40661198,48452000.00000001,1788000,692000,2480000,17800406.417983387,2082707.4849323991,29174886.097084217,49058000.00000001,2360000,600000,2960000,453,421,358,444
3406390,New Jersey,3,3,Haddonfield School District,2710,6483000,2645,7645000,2699,9001000,2758,8690000,8322000,842000,40818000,49982000,1578000,613000,2191000,10480559.696355144,1449840.5492399577,41442599.754404895,53372999.99999999,2253000,454000,2707000,13097873.560630985,2218962.0958944433,42407164.343474574,57724000,2679000,850000,3529000,13091861.219022105,2243073.5432016077,43833065.23777629,59168000,2563000,716000,3279000,554,511,509,462
3406420,New Jersey,1,3,Hainesport Township School District,559,1720000,512,1841000,550,1961000,526,2316000,2867000,326000,9316000,12509000,442000,151000,593000,3044806.840264283,534818.3443451225,9138374.815390594,12718000,442000,156000,598000,3394000,882000,9143000,13419000,442000,150000,592000,3296431.293881645,1047695.3001862732,9464873.405932082,13809000,516000,159000,675000,115,98,84,105
3406450,New Jersey,1,3,Haledon Public School District,1038,2479000,1005,2352000,1016,2552000,1028,2726000,11760620.153124228,1467714.2504322054,6916665.5964435665,20145000,865000,230000,1095000,12633947.531721774,1790638.2328424563,6844414.235435769,21269000,935000,258000,1193000,14891769.846509324,2066783.297573857,7123446.855916818,24082000,914000,341000,1255000,16574724.001723643,3392202.8152829646,7687073.182993392,27654000,852000,265000,1117000,148,121,109,109
3406480,New Jersey,1,3,Hamburg School District,253,998000,210,920000,246,1055000,246,1134000,2280900.718658504,156448.22997072132,4730651.051370774,7168000,199000,76000,275000,2292881.376767056,338835.8942839582,4838282.728948986,7470000,198000,81000,279000,3660241.6441768734,353673.6558023666,5000084.700020759,9014000,229000,86000,315000,3049318.6461665463,610427.2004953049,5441254.153338149,9101000,230000,81000,311000,54,51,54,56
3406510,New Jersey,1,3,Hamilton Township School District,3022,8457000,2857,8380000,2870,8808000,2875,9588000,34889921.80642181,2637334.372834373,22539743.82074382,60067000,2576000,837000,3413000,37334896.31721164,5440171.114552024,22512932.56823633,65287999.99999999,2618000,732000,3350000,40967845.47822232,7461409.038013964,23144745.483763713,71574000,2739000,965000,3704000,44001588.29568789,4378815.701574264,24136596.00273785,72517000,2663000,801000,3464000,551,442,457,479
3406540,New Jersey,3,3,Hamilton Township Public School District,11697,39075000,11532,36809000,11668,44069000,11973,48837000,105168257.67766082,9067623.48816684,124231118.83417234,238467000,10027000,3355000,13382000,112796284.80133152,12281479.034018198,125676236.16465028,250753999.99999997,10225000,3516000,13741000,130832689.30778234,18345165.091369603,127754145.60084806,276932000,10326000,4317000,14643000,143939908.45662576,20971501.16785788,129897590.37551636,294809000,10446000,4484000,14930000,2229,2142,2160,2182
3406570,New Jersey,3,3,Hammonton School District,3495,6509000,3383,6564000,3320,6869000,3340,6777000,29678000,3175000,29660000,62513000,2620000,815000,3435000,32128000,4331000,30159000,66618000,2655000,871000,3526000,38846862.54545455,6822097.785123967,29946039.669421487,75615000,2754000,999000,3753000,43228142.33788892,8116524.6437918,31176333.01831928,82521000,2885000,818000,3703000,641,579,591,585
3406630,New Jersey,1,3,Hampton Township School District,318,1309000,309,1418000,300,1670000,323,1682000,2166150.2324443357,168235.01345730363,5802614.75409836,8137000,270000,73000,343000,2257297.239663547,341473.28515578725,5780229.475180666,8379000,278000,120000,398000,2446928.782408926,745673.5586916092,5944397.658899464,9137000,287000,121000,408000,2324000,402000,6088000,8814000,328000,118000,446000,66,64,57,52
3406660,New Jersey,2,3,Hanover Park Regional High School District,1450,3270000,1414,3175000,1366,4268000,1326,4593000,6735000,321000,37170000,44226000,1471000,262000,1733000,7857000,432000,37633000,45922000,1734000,227000,1961000,9665000,897000,38913000,49475000,1967000,475000,2442000,9883000,1003000,41629000,52515000,2036000,287000,2323000,263,239,230,231
3406690,New Jersey,1,3,Hanover Township School District,1350,4954000,1287,4922000,1251,5051000,1237,4997000,5653193.626012443,418348.3096607583,27951458.0643268,34023000,1190000,368000,1558000,6895536.323938071,414011.5125049623,27872452.163556967,35182000,1413000,337000,1750000,8232215.606020597,632107.7369949828,28538676.65698442,37403000,1506000,356000,1862000,8472576.699727632,770323.9118145845,29143099.388457783,38386000,1662000,379000,2041000,276,231,235,234
3406720,New Jersey,1,3,Harding Township School District,270,1447000,267,1956000,293,1956000,285,2250000,1856000,139000,10669000,12664000,407000,74000,481000,2210000,200000,11160000,13570000,446000,76000,522000,2599000,203000,11390000,14192000,565000,88000,653000,2771483.1990567893,830351.0840374664,11580165.716905745,15182000,474000,85000,559000,49,44,56,53
3406780,New Jersey,1,3,Hardyston Township School District,662,2544000,592,2311000,594,2625000,595,3457000,3800979.969489952,252090.80055714003,10735929.229952907,14789000,585000,155000,740000,3999892.1314869937,367828.78219231265,10831279.086320696,15199000,683000,161000,844000,4280019.7433366235,557191.5103652517,11146788.746298123,15984000,651000,180000,831000,4138415.224494736,503294.2030739441,11603290.57243132,16245000,696000,153000,849000,151,125,117,128
3406840,New Jersey,1,3,Harrington Park School District,596,2771000,558,2843000,616,2330000,615,2163000,2544000,209000,13107000,15860000,673000,135000,808000,3027669.8735402673,293832.8795304653,13084497.246929267,16406000,757000,141000,898000,3891000,340000,13710000,17941000,879000,157000,1036000,4142000,1019000,13951000,19112000,984000,147000,1131000,116,93,91,91
3406870,New Jersey,3,3,Harrison Public Schools,1977,4244000,1675,4095000,1997,4187000,2126,4564000,37852284.90445278,2803909.664441803,13543805.431105422,54200000,2235000,550000,2785000,39586400.389504254,4476537.30720409,12994062.303291658,57057000,2424000,432000,2856000,42311054.691228405,6843387.610957335,13047557.69781426,62201999.99999999,2680000,725000,3405000,43358284.68185389,12099387.445547383,13900327.872598728,69358000,2573000,627000,3200000,396,345,349,349
3406900,New Jersey,1,3,Harrison Township School District,1420,2979000,1306,3001000,1294,2994000,1338,3174000,9311220.195766753,442119.760729524,13891660.043503722,23645000,862000,295000,1157000,9823543.013960147,928387.4637075926,14054069.52233226,24806000,876000,352000,1228000,10564482.168330956,1332288.1597717546,14411229.67189729,26308000,927000,413000,1340000,10498298.054212123,931714.0929029356,14867987.85288494,26298000,899000,384000,1283000,184,178,156,176
3406930,New Jersey,3,3,Hasbrouck Heights School District,1759,5528000,1708,5771000,1709,5723000,1713,5787000,8022674.150664697,741591.7282127031,31507734.1211226,40272000,1731000,392000,2123000,9341128.318060191,988594.4921976748,31503277.189742133,41833000,1989000,485000,2474000,11342000,1476000,33022000,45840000,1867000,398000,2265000,11979783.623197377,1967708.3823317036,34393507.994470924,48341000.00000001,1990000,469000,2459000,391,364,370,328
3406960,New Jersey,1,3,Haworth Public School District,387,1172000,392,1206000,419,1290000,424,1627000,1964000,77000,9461000,11502000,376000,77000,453000,2279000,131000,9444000,11854000,431000,86000,517000,2864000,136000,9786000,12786000,556000,90000,646000,2831000,245000,10328000,13404000,559000,122000,681000,57,68,69,81
3406990,New Jersey,3,3,Hawthorne Public School District,2332,9939000,2224,9420000,2200,9770000,2187,10684000,10112265.957446808,1534500,39875234.042553194,51522000,2260000,618000,2878000,12310017.177130284,2123443.2338432055,41484539.58902651,55918000,2698000,663000,3361000,13966890.324908564,4051933.0173361106,42355176.65775532,60373999.99999999,2796000,776000,3572000,15818867.105202632,4653715.319625251,44143417.57517212,64616000,2904000,706000,3610000,488,443,416,422
3407050,New Jersey,2,3,Henry Hudson Regional School District,334,963000,306,1066000,301,1046000,296,813000,2001000,229000,8147000,10377000,346000,106000,452000,2377000,383000,8446000,11206000,476000,108000,584000,2731000,527000,8882000,12140000,405000,124000,529000,2592000,845000,9153000,12590000,376000,107000,483000,82,75,75,61
3407110,New Jersey,1,3,High Bridge Borough School District,363,1657000,362,1751000,347,1757000,353,1827000,3177767.7100494234,147942.63009981587,6989289.65985076,10315000,412000,64000,476000,3787000,375000,7194000,11356000,543000,104000,647000,4537000,474000,7279000,12290000,686000,91000,777000,4512000,346000,7460000,12318000,665000,129000,794000,78,-8,-8,66
3407140,New Jersey,2,3,High Point Regional High School District,866,2415000,841,3472000,812,2527000,817,2490000,9295000,381000,17195000,26871000,945000,205000,1150000,9356000,462000,18956000,28774000,1046000,210000,1256000,9635000,914000,19608000,30157000,1187000,243000,1430000,8752000,829000,20419000,30000000,1050000,207000,1257000,174,166,153,143
