dist_id,state,schlev,agchrt,district,total_enroll_fy20,current_sped_exp_fy20,total_enroll_fy21,current_sped_exp_fy21,total_enroll_fy22,current_sped_exp_fy22,total_enroll_fy23,current_sped_exp_fy23,state_rev_v92_adjusted_fy20,federal_rev_v92_adjusted_fy20,local_rev_v92_adjusted_fy20,state_local_federal_rev_v92_adjusted_fy20,state_sped_rev_fy20,federal_sped_rev_fy20,state_fed_sped_rev_fy20,state_rev_v92_adjusted_fy21,federal_rev_v92_adjusted_fy21,local_rev_v92_adjusted_fy21,state_local_federal_rev_v92_adjusted_fy21,state_sped_rev_fy21,federal_sped_rev_fy21,state_fed_sped_rev_fy21,state_rev_v92_adjusted_fy22,federal_rev_v92_adjusted_fy22,local_rev_v92_adjusted_fy22,state_local_federal_rev_v92_adjusted_fy22,state_sped_rev_fy22,federal_sped_rev_fy22,state_fed_sped_rev_fy22,state_rev_v92_adjusted_fy23,federal_rev_v92_adjusted_fy23,local_rev_v92_adjusted_fy23,state_local_federal_rev_v92_adjusted_fy23,state_sped_rev_fy23,federal_sped_rev_fy23,state_fed_sped_rev_fy23,sped_enroll_fy20,sped_enroll_fy21,sped_enroll_fy22,sped_enroll_fy23,state_sped_rev_fy20_adjusted,federal_sped_rev_fy20_adjusted,state_fed_sped_rev_fy20_adjusted,current_sped_exp_fy20_adjusted,state_sped_rev_fy21_adjusted,federal_sped_rev_fy21_adjusted,state_fed_sped_rev_fy21_adjusted,current_sped_exp_fy21_adjusted,state_sped_rev_fy22_adjusted,federal_sped_rev_fy22_adjusted,state_fed_sped_rev_fy22_adjusted,current_sped_exp_fy22_adjusted
2802670,Mississippi,3,3,LONG BEACH SCHOOL DIST,3115,2517000,2876,3279000,2915,3421000,2929,3524000,17850000,3251000,9966000,31067000,13000,719000,732000,17514000,5446000,10937000,33897000,13000,784000,797000,19733000,10563000,10165000,40461000,23000,854000,877000,25263000,6738000,10240000,42241000,17000,747000,764000,501,434,459,481,15145.637,837670.231,852815.868,2932428.333,14804.881000000001,892848.2080000001,907653.089,3734246.5230000005,24440.26,907477.4799999999,931917.7399999999,3635223.0199999996
2802700,Mississippi,3,3,LOUISVILLE MUNICIPAL SCHOOL DIST,2728,1848000,2654,2457000,2625,2447000,2523,2636000,15096000,6544000,8764000,30404000,0,858000,858000,14749000,6687000,9078000,30514000,0,750000,750000,14417000,8989000,9686000,33092000,0,895000,895000,16189000,10612000,9670000,36471000,0,823000,823000,343,300,285,270,0,999612.042,999612.042,2153010.552,0,854127.7500000001,854127.7500000001,2798122.509,0,951044.8999999999,951044.8999999999,2600231.1399999997
2802730,Mississippi,3,3,LOWNDES CO SCHOOL DIST,5528,4123000,5173,5624000,5305,5745000,5261,6023000,28224000,5472000,27600000,61296000,59000,1029000,1088000,28451000,10885000,30948000,70284000,39000,1116000,1155000,29068000,11895000,32663000,73626000,21000,1269000,1290000,32512000,13371000,35350000,81233000,15000,1446000,1461000,864,816,830,827,68737.891,1198835.421,1267573.312,4803497.027,44414.643000000004,1270942.0920000002,1315356.735,6404819.288000001,22315.019999999997,1348464.7799999998,1370779.7999999998,6104751.899999999
2802790,Mississippi,3,3,MADISON CO SCHOOL DIST,13310,10593000,12988,13738000,13032,14368000,13162,16323000,67095000,8752000,81813000,157660000,151000,2700000,2851000,66584000,16113000,81568000,164265000,158000,2813000,2971000,69259000,18539000,82707000,170505000,228000,3367000,3595000,78777000,17870000,93606000,190253000,195000,3432000,3627000,1615,1476,1512,1601,175922.399,3145632.3,3321554.699,12341364.057,179936.246,3203548.481,3383484.7270000004,15645342.706000002,242277.36,3577841.5399999996,3820118.8999999994,15267724.159999998
2802820,Mississippi,3,3,MARION CO SCHOOL DIST,2041,1791000,1942,2491000,1942,2342000,1904,2174000,13125000,3600000,6076000,22801000,37000,643000,680000,13197000,6318000,6340000,25855000,27000,623000,650000,13350000,9011000,6188000,28549000,63000,559000,622000,15063000,8384000,6049000,29496000,59000,455000,514000,336,300,306,323,43106.813,749126.507,792233.32,2086602.759,30748.599000000002,709495.4510000001,740244.05,2836842.967,66945.06,594004.58,660949.6399999999,2488656.0399999996
2802850,Mississippi,3,3,MARSHALL CO SCHOOL DIST,2856,2290000,2740,2853000,2758,2763000,2777,2921000,15137000,5114000,9013000,29264000,41000,753000,794000,14833000,7265000,8943000,31041000,37000,811000,848000,15048000,9337000,10458000,34843000,32000,762000,794000,16892000,8749000,12629000,38270000,16000,793000,809000,334,315,335,329,47767.009,877281.897,925048.906,2667962.21,42136.969000000005,923596.807,965733.7760000001,3249101.961,34003.84,809716.44,843720.2799999999,2936019.0599999996
2802880,Mississippi,3,3,MCCOMB SCHOOL DISTRICT,2411,1762000,2232,2406000,2242,2524000,2140,2558000,13274000,5543000,8859000,27676000,0,851000,851000,12678000,7621000,9377000,29676000,0,715000,715000,12724000,9336000,9141000,31201000,0,848000,848000,13305000,17870000,8951000,40126000,0,823000,823000,280,276,276,268,0,991456.699,991456.699,2052816.338,0,814268.4550000001,814268.4550000001,2740041.822,0,901101.7599999999,901101.7599999999,2682052.88
2802910,Mississippi,3,3,MERIDIAN PUBLIC SCHOOLS,5143,4338000,4940,5776000,4758,6283000,4614,6392000,25773000,10659000,23129000,59561000,303000,1617000,1920000,24989000,13638000,23868000,62495000,178000,1679000,1857000,25493000,17170000,22864000,65527000,245000,1818000,2063000,27963000,20945000,23148000,72056000,236000,1602000,1838000,616,625,590,615,353009.847,1883884.233,2236894.08,5053982.562,202712.986,1912107.323,2114820.3090000004,6577922.512000001,260341.89999999997,1931843.16,2192185.0599999996,6676441.459999999
2802940,Mississippi,3,3,MONROE CO SCHOOL DIST,2224,2044000,2095,2642000,2137,2805000,2119,3110000,12968000,2001000,5893000,20862000,0,521000,521000,12798000,4059000,5655000,22512000,0,496000,496000,13072000,4217000,6131000,23420000,0,646000,646000,14909000,5214000,6444000,26567000,16000,661000,677000,396,379,391,376,0,606990.529,606990.529,2381360.156,0,564863.152,564863.152,3008807.3540000003,0,686452.5199999999,686452.5199999999,2980649.0999999996
2803000,Mississippi,3,3,MOSS POINT SEPARATE SCHOOL DIST,1684,1279000,1513,1981000,1579,2042000,1569,2189000,12039000,3996000,10767000,26802000,0,742000,742000,11499000,5301000,9809000,26609000,0,701000,701000,11537000,10836000,10892000,33265000,0,631000,631000,12470000,9255000,10244000,31969000,0,802000,802000,252,236,238,230,0,864466.358,864466.358,1490097.671,0,798324.7370000001,798324.7370000001,2256036.097,0,670513.22,670513.22,2169870.0399999996
2803030,Mississippi,3,3,NATCHEZ-ADAMS SCHOOL DISTRICT,3104,3932000,2875,3843000,2829,4145000,2842,4087000,17195000,6943000,14553000,38691000,220000,1117000,1337000,16463000,8776000,14274000,39513000,156000,1030000,1186000,16810000,11681000,15515000,44006000,153000,935000,1088000,18260000,12839000,15719000,46818000,167000,971000,1138000,560,457,443,455,256310.78,1301359.733,1557670.513,4580972.668,177658.57200000001,1173002.11,1350660.682,4376550.591,162580.86,993549.7,1156130.5599999998,4404559.899999999
2803060,Mississippi,3,3,NESHOBA COUNTY SCHOOL DISTRICT,3261,363000,2959,3046000,3091,3169000,3038,3429000,18368000,5292000,6373000,30033000,0,804000,804000,18802000,8956000,6417000,34175000,0,683000,683000,18637000,15124000,6358000,40119000,0,832000,832000,22105000,16170000,6875000,45150000,0,751000,751000,530,459,514,514,0,936699.396,936699.396,422912.787,0,777825.6710000001,777825.6710000001,3468897.5020000003,0,884099.84,884099.84,3367442.78
2803090,Mississippi,3,3,NETTLETON SCHOOL DIST,1269,1096000,1170,1321000,1162,1355000,1112,1343000,7753000,1470000,2330000,11553000,26000,315000,341000,7402000,2607000,2417000,12426000,25000,312000,337000,7484000,2794000,2508000,12786000,33000,353000,386000,8135000,3122000,2828000,14085000,41000,334000,375000,197,177,187,177,30291.274,366990.435,397281.709,1276893.704,28470.925000000003,355317.14400000003,383788.069,1504403.6770000001,35066.46,375104.86,410171.31999999995,1439850.0999999999
2803120,Mississippi,3,3,NEW ALBANY PUBLIC SCHOOLS,2187,1689000,2085,2103000,2113,2395000,2114,2585000,12437000,2559000,7791000,22787000,14000,559000,573000,12880000,4399000,7714000,24993000,15000,419000,434000,13397000,4843000,8088000,26328000,15000,516000,531000,17071000,4445000,8623000,30139000,16000,541000,557000,373,337,375,360,16310.686,651262.391,667573.077,1967767.761,17082.555,477172.70300000004,494255.25800000003,2394974.211,15939.3,548311.9199999999,564251.22,2544974.9
2803150,Mississippi,3,3,NEWTON COUNTY SCHOOL DISTRICT,1738,1183000,1598,1466000,1703,1828000,1688,1852000,10181000,2070000,5287000,17538000,0,453000,453000,10180000,4092000,4850000,19122000,0,405000,405000,10177000,5343000,4802000,20322000,0,581000,581000,11651000,8621000,5239000,25511000,0,405000,405000,227,197,231,232,0,527767.197,527767.197,1378252.967,0,461228.98500000004,461228.98500000004,1669535.0420000001,0,617382.22,617382.22,1942469.3599999999
2803180,Mississippi,3,3,NEWTON MUNICIPAL SCHOOL DISTRICT,899,923000,910,1114000,841,1161000,816,1282000,5434000,1479000,3380000,10293000,0,231000,231000,5350000,2604000,4039000,11993000,0,261000,261000,5394000,5413000,3580000,14387000,0,329000,329000,5958000,4305000,3808000,14071000,0,288000,288000,142,137,132,125,0,269126.319,269126.319,1075340.227,0,297236.45700000005,297236.45700000005,1268664.418,0,349601.98,349601.98,1233701.8199999998
2803210,Mississippi,3,3,NORTH PANOLA SCHOOL DISTRICT,1405,1273000,1364,1518000,1253,1476000,1219,1677000,8454000,3285000,4502000,16241000,6000,398000,404000,7935000,4864000,4692000,17491000,0,308000,308000,8054000,3901000,4860000,16815000,0,396000,396000,8292000,5445000,4899000,18636000,0,451000,451000,246,218,179,159,6990.294,463689.502,470679.796,1483107.377,0,350761.79600000003,350761.79600000003,1728754.566,0,420797.51999999996,420797.51999999996,1568427.1199999999
2803240,Mississippi,3,3,NORTH PIKE SCHOOL DIST,2355,1581000,2205,2219000,2219,2408000,2245,2611000,14024000,3371000,5758000,23153000,0,532000,532000,13691000,4964000,5592000,24247000,0,501000,501000,13806000,10740000,6074000,30620000,7000,551000,558000,15421000,7338000,6148000,28907000,0,574000,574000,380,348,354,383,0,619806.068,619806.068,1841942.469,0,570557.337,570557.337,2527079.3030000003,7438.339999999999,585503.62,592941.96,2558788.96
2803270,Mississippi,3,3,NORTH TIPPAH SCHOOL DIST,1274,985000,1259,1087000,1294,1206000,1286,1552000,7692000,1850000,2744000,12286000,0,525000,525000,7555000,2228000,3269000,13052000,0,361000,361000,7659000,4015000,3316000,14990000,17000,404000,421000,9143000,3822000,3486000,16451000,5000,317000,322000,241,226,280,295,0,611650.725,611650.725,1147573.265,0,411120.15700000006,411120.15700000006,1237915.8190000001,18064.539999999997,429298.48,447363.01999999996,1281519.72
2803300,Mississippi,3,3,NOXUBEE COUNTY SCHOOL DISTRICT,1458,1422000,1413,1721000,1391,1647000,1397,1866000,10201000,3217000,4777000,18195000,152000,483000,635000,8190000,5395000,4533000,18118000,39000,483000,522000,8191000,6359000,4712000,19262000,57000,467000,524000,9406000,5604000,5042000,20052000,72000,450000,522000,184,165,180,164,177087.448,562718.667,739806.115,1656699.678,44414.643000000004,550058.2710000001,594472.9140000001,1959938.4770000002,60569.34,496243.54,556812.88,1750135.14
2803360,Mississippi,3,3,OCEAN SPRINGS SCHOOL DIST,6041,5227000,5739,6757000,5906,7034000,5861,7668000,31516000,4385000,20953000,56854000,0,1306000,1306000,32097000,8007000,20904000,61008000,0,1272000,1272000,32596000,10501000,22230000,65327000,15000,1427000,1442000,37337000,11274000,23706000,72317000,13000,1289000,1302000,993,877,872,919,0,1521553.994,1521553.994,6089711.123,0,1448600.664,1448600.664,7695121.609000001,15939.3,1516358.7399999998,1532298.0399999998,7474469.079999999
2803390,Mississippi,3,3,OKOLONA SEPARATE SCHOOL DIST,570,562000,547,765000,521,687000,511,814000,3859000,1159000,1996000,7014000,0,152000,152000,3734000,1460000,1763000,6957000,0,194000,194000,3805000,2488000,1796000,8089000,0,185000,185000,4236000,3333000,1749000,9318000,0,177000,177000,109,101,98,84,0,177087.448,177087.448,654757.5380000001,0,220934.37800000003,220934.37800000003,871210.305,0,196584.69999999998,196584.69999999998,730019.94
2803450,Mississippi,3,3,OXFORD SCHOOL DISTRICT,4492,3496000,4528,3889000,4729,4785000,4766,5246000,22034000,4238000,36716000,62988000,93000,946000,1039000,22870000,6715000,37420000,67005000,79000,897000,976000,24528000,9081000,38780000,72389000,125000,1110000,1235000,28776000,7932000,40386000,77094000,118000,1089000,1207000,588,528,561,596,108349.557,1102136.354,1210485.911,4073011.304,89968.123,1021536.7890000001,1111504.912,4428937.093,132827.5,1179508.2,1312335.7,5084636.699999999
2803480,Mississippi,3,3,PASCAGOULA-GAUTIER SCHOOL DISTRICT,6787,7542000,6508,10107000,6583,10561000,6565,10890000,35544000,11078000,53095000,99717000,16000,1880000,1896000,34375000,15872000,53051000,103298000,26000,1994000,2020000,35346000,23446000,52444000,111236000,36000,2054000,2090000,40702000,24199000,53062000,117963000,67000,1853000,1920000,911,842,825,845,18640.784,2190292.12,2208932.904,8786799.558,29609.762000000002,2270840.978,2300450.74,11510225.559,38254.32,2182621.48,2220875.8,11222329.819999998
2803510,Mississippi,3,3,PASS CHRISTIAN PUBLIC SCHOOL DIST,2067,1638000,1991,2313000,1978,2506000,1944,2811000,9947000,2714000,12221000,24882000,26000,483000,509000,9935000,3587000,13034000,26556000,39000,464000,503000,10327000,5104000,13140000,28571000,45000,549000,594000,11486000,6978000,14609000,33073000,5000,479000,484000,301,275,274,288,30291.274,562718.667,593009.941,1908350.262,44414.643000000004,528420.368,572835.011,2634129.981,47817.899999999994,583378.3799999999,631196.2799999999,2662925.7199999997
2803520,Mississippi,3,3,PEARL PUBLIC SCHOOL DISTRICT,4366,3045000,4035,3886000,4071,4209000,4216,4778000,21414000,4402000,15930000,41746000,51000,1036000,1087000,21887000,7395000,16772000,46054000,11000,962000,973000,22362000,8570000,16253000,47185000,76000,1099000,1175000,24632000,7841000,18333000,50806000,81000,1220000,1301000,676,590,633,672,59417.499,1206990.764,1266408.263,3547574.205,12527.207,1095561.1940000001,1108088.401,4425520.582,80759.12,1167819.38,1248578.4999999998,4472567.579999999
2803530,Mississippi,3,3,PETAL SCHOOL DIST,4169,3669000,4106,4874000,4264,5009000,4392,6071000,23255000,4207000,13850000,41312000,45000,1006000,1051000,23529000,7261000,13421000,44211000,65000,1096000,1161000,24148000,8977000,14208000,47333000,58000,1187000,1245000,29040000,8437000,17425000,54902000,38000,1275000,1313000,771,748,775,845,52427.205,1172039.294,1224466.499,4274564.781,74024.40500000001,1248165.3520000002,1322189.7570000002,5550691.538000001,61631.95999999999,1261329.94,1322961.9,5322663.579999999
2803540,Mississippi,3,3,PEARL RIVER CO SCHOOL DIST,3321,2918000,3252,3728000,3334,3660000,3284,4073000,18220000,3161000,8153000,29534000,43000,640000,683000,18575000,6282000,8565000,33422000,46000,872000,918000,18282000,5974000,8610000,32866000,52000,745000,797000,21225000,5167000,9221000,35613000,33000,883000,916000,508,449,453,488,50097.107,745631.36,795728.467,3399612.982,52386.50200000001,993065.8640000001,1045452.366,4245584.336,55256.24,791651.8999999999,846908.1399999999,3889189.1999999997
2803570,Mississippi,3,3,PERRY CO SCHOOL DIST,994,748000,946,1102000,953,1248000,933,1329000,6293000,2447000,4171000,12911000,0,267000,267000,6338000,2919000,3827000,13084000,0,206000,206000,6248000,4325000,4708000,15281000,7000,267000,274000,6985000,5314000,4724000,17023000,0,216000,216000,175,164,166,177,0,311068.083,311068.083,871456.652,0,234600.42200000002,234600.42200000002,1254998.374,7438.339999999999,283719.54,291157.87999999995,1326149.7599999998
2803600,Mississippi,3,3,PHILADELPHIA PUBLIC SCHOOL DIST,919,857000,865,1184000,826,1110000,829,1305000,4998000,1757000,3445000,10200000,0,257000,257000,4706000,2675000,3796000,11177000,0,258000,258000,4785000,2932000,3603000,11320000,0,250000,250000,5043000,4191000,3491000,12725000,0,289000,289000,164,156,166,183,0,299417.593,299417.593,998446.993,0,293819.94600000005,293819.94600000005,1348383.0080000001,0,265655,265655,1179508.2
2803630,Mississippi,3,3,PICAYUNE SCHOOL DISTRICT,3482,3346000,3192,3839000,3315,3729000,3431,4373000,17258000,8169000,11184000,36611000,29000,715000,744000,16970000,13596000,11516000,42082000,26000,792000,818000,16506000,14488000,11600000,42594000,43000,995000,1038000,18948000,17406000,11834000,48188000,51000,956000,1007000,426,381,395,471,33786.421,833010.035,866796.456,3898253.954,29609.762000000002,901958.9040000001,931568.6660000001,4371995.243000001,45692.659999999996,1057306.9,1102999.5599999998,3962509.9799999995
2803660,Mississippi,3,3,PONTOTOC CO SCHOOL DIST,3632,2800000,3524,3501000,3472,3769000,3466,4524000,22135000,3777000,7276000,33188000,78000,746000,824000,22042000,6765000,7526000,36333000,40000,671000,711000,22490000,9779000,7833000,40102000,65000,740000,805000,24880000,9117000,7619000,41616000,75000,962000,1037000,578,538,536,525,90873.822,869126.554,960000.376,3262137.2,45553.48,764159.6270000001,809713.1070000001,3987068.3370000003,69070.29999999999,786338.7999999999,855409.0999999999,4005014.78
2803690,Mississippi,3,3,PONTOTOC CITY SCHOOLS,2330,1846000,2266,2562000,2298,2791000,2302,3094000,13590000,2496000,4985000,21071000,76000,557000,633000,14132000,4149000,4566000,22847000,48000,626000,674000,14370000,6263000,5011000,25644000,66000,602000,668000,16705000,6163000,5275000,28143000,55000,658000,713000,459,437,447,496,88543.724,648932.293,737476.017,2150680.454,54664.17600000001,712911.962,767576.138,2917700.3940000003,70132.92,639697.24,709830.1599999999,2965772.42
2803720,Mississippi,3,3,POPLARVILLE SEPARATE SCHOOL DIST,1839,1433000,1719,1900000,1830,1976000,1909,2206000,10277000,2126000,6567000,18970000,26000,430000,456000,10436000,3697000,6735000,20868000,52000,444000,496000,10426000,5764000,6572000,22762000,33000,509000,542000,12015000,3586000,7573000,23174000,18000,566000,584000,302,264,262,281,30291.274,500971.07,531262.344,1669515.217,59219.524000000005,505643.628,564863.152,2163790.3000000003,35066.46,540873.58,575940.0399999999,2099737.1199999996
2803750,Mississippi,3,3,PRENTISS CO SCHOOL DIST,2376,2692000,2272,3623000,2288,3498000,2278,3874000,15403000,2959000,4936000,23298000,32000,676000,708000,15424000,5053000,5111000,25588000,64000,722000,786000,15814000,8945000,5231000,29990000,43000,723000,766000,17161000,4493000,5753000,27407000,25000,704000,729000,522,498,499,513,37281.568,787573.124,824854.692,3136311.908,72885.568,822240.3140000001,895125.8820000001,4126006.4510000004,45692.659999999996,768274.2599999999,813966.9199999999,3717044.76
2803780,Mississippi,3,3,QUITMAN SCHOOL DIST,1744,1408000,1645,1780000,1595,1866000,1593,1964000,9472000,2879000,7782000,20133000,21000,498000,519000,9187000,4847000,7399000,21433000,18000,526000,544000,9431000,4387000,8833000,22651000,7000,500000,507000,10294000,9552000,8157000,28003000,0,597000,597000,284,248,252,293,24466.029,580194.402,604660.431,1640388.992,20499.066000000003,599028.2620000001,619527.3280000001,2027129.86,7438.339999999999,531310,538748.34,1982848.92
2803810,Mississippi,3,3,QUITMAN CO SCHOOL DIST,973,902000,894,1293000,898,1353000,852,1133000,5689000,3310000,3995000,12994000,0,323000,323000,5628000,4399000,4137000,14164000,0,313000,313000,5748000,6198000,3869000,15815000,0,348000,348000,6178000,5393000,4875000,16446000,0,329000,329000,180,142,134,134,0,376310.827,376310.827,1050874.198,0,356455.981,356455.981,1472516.2410000002,0,369791.75999999995,369791.75999999995,1437724.8599999999
2803830,Mississippi,3,3,RANKIN CO SCHOOL DIST,19160,11018000,18384,16304000,18598,17152000,18720,19082000,95714000,14511000,93603000,203828000,265000,4016000,4281000,95739000,29096000,94632000,219467000,271000,4615000,4886000,99207000,31539000,95395000,226141000,263000,4753000,5016000,114674000,26465000,103179000,244318000,222000,4779000,5001000,2670,2373,2451,2587,308737.985,4678836.784,4987574.769,12836509.882,308624.82700000005,5255732.755000001,5564357.582,18567598.448000003,279469.06,5050632.859999999,5330101.92,18226058.24
2803870,Mississippi,3,3,RICHTON SCHOOL DIST,641,425000,531,584000,571,665000,597,666000,3784000,748000,1645000,6177000,26000,200000,226000,3631000,1326000,1534000,6491000,16000,182000,198000,3623000,2450000,1416000,7489000,30000,276000,306000,3868000,2062000,1333000,7263000,28000,194000,222000,99,78,78,93,30291.274,233009.8,263301.074,495145.825,18221.392,207268.33400000003,225489.72600000002,665080.8080000001,31878.6,293283.12,325161.72,706642.2999999999
2803900,Mississippi,3,3,SCOTT CO SCHOOL DIST,4012,3493000,3785,4394000,3875,4635000,3989,5088000,23970000,5940000,6455000,36365000,65000,1017000,1082000,23576000,9954000,7331000,40861000,99000,904000,1003000,23397000,15309000,6958000,45664000,99000,1116000,1215000,27523000,14830000,7171000,49524000,87000,1070000,1157000,705,634,647,696,75728.185,1184854.833,1260583.018,4069516.157,112744.86300000001,1029508.648,1142253.5110000002,5004049.778000001,105199.37999999999,1185883.92,1291083.2999999998,4925243.699999999
2803930,Mississippi,3,3,SENATOBIA MUNICIPAL SCHOOL DIST,1649,1569000,1676,2115000,1651,2274000,1666,2303000,8926000,1678000,6233000,16837000,8000,562000,570000,8870000,2849000,6632000,18351000,13000,552000,565000,9207000,6195000,6807000,22209000,20000,623000,643000,11053000,3679000,7124000,21856000,0,554000,554000,327,308,310,323,9320.392,654757.5380000001,664077.93,1827961.881,14804.881000000001,628638.0240000001,643442.905,2408640.2550000004,21252.399999999998,662012.2599999999,683264.6599999999,2416397.88
2803960,Mississippi,3,3,SOUTH DELTA SCHOOL DISTRICT,759,373000,684,542000,618,612000,604,702000,4364000,1996000,3850000,10210000,0,236000,236000,4167000,2465000,4284000,10916000,0,222000,222000,4434000,3274000,3691000,11399000,0,281000,281000,4461000,4903000,4988000,14352000,0,308000,308000,89,-8,-8,84,0,274951.564,274951.564,434563.277,0,252821.814,252821.814,617249.6540000001,0,298596.22,298596.22,650323.44
2803990,Mississippi,3,3,SIMPSON CO SCHOOL DIST,3540,3257000,3167,3675000,3146,3639000,3008,3065000,19699000,5313000,12387000,37399000,221000,967000,1188000,19051000,8041000,11818000,38910000,183000,976000,1159000,19251000,10928000,11612000,41791000,217000,1151000,1368000,20311000,14877000,13487000,48675000,154000,1028000,1182000,630,612,614,584,257475.829,1126602.383,1384078.212,3794564.593,208407.17100000003,1111504.912,1319912.083,4185225.9750000006,230588.53999999998,1223075.6199999999,1453664.16,3866874.1799999997
2804020,Mississippi,3,3,SMITH CO SCHOOL DIST,2616,2169000,2453,2612000,2475,2607000,2443,2826000,14248000,3484000,7057000,24789000,23000,608000,631000,14113000,4969000,6584000,25666000,30000,618000,648000,14226000,5750000,7277000,27253000,4000,631000,635000,15754000,6999000,7636000,30389000,0,644000,644000,402,-8,-8,309,26796.127,708349.792,735145.919,2526991.281,34165.11,703801.2660000001,737966.376,2974642.2440000004,4250.48,670513.22,674763.7,2770250.34
2804050,Mississippi,3,3,SOUTH PANOLA SCHOOL DISTRICT,4337,3454000,4282,4295000,4260,4410000,4313,5012000,24001000,6377000,13214000,43592000,70000,1153000,1223000,24263000,13752000,12837000,50852000,89000,1218000,1307000,24317000,12558000,13203000,50078000,83000,1239000,1322000,27537000,10504000,14465000,52506000,66000,1327000,1393000,701,631,618,677,81553.43,1343301.497,1424854.927,4024079.246,101356.493,1387103.466,1488459.959,4891304.915,88197.45999999999,1316586.18,1404783.64,4686154.199999999
2804080,Mississippi,3,3,SOUTH PIKE SCHOOL DIST,1726,1075000,1605,1548000,1609,1485000,1557,1612000,8928000,3301000,5902000,18131000,0,489000,489000,8635000,4357000,5988000,18980000,0,447000,447000,9081000,5537000,5502000,20120000,0,562000,562000,9778000,8000000,6416000,24194000,0,470000,470000,231,207,189,210,0,569708.961,569708.961,1252427.675,0,509060.139,509060.139,1762919.6760000002,0,597192.44,597192.44,1577990.7
2804110,Mississippi,3,3,SOUTH TIPPAH SCHOOL DIST,2660,2647000,2535,3257000,2533,3519000,2485,3745000,16912000,3493000,5812000,26217000,0,582000,582000,16911000,5643000,5850000,28404000,0,642000,642000,17103000,7484000,5827000,30414000,0,757000,757000,18921000,8508000,6190000,33619000,9000,729000,738000,581,536,561,559,0,678058.518,678058.518,3083884.703,0,731133.354,731133.354,3709192.109,0,804403.34,804403.34,3739359.78
2804170,Mississippi,3,3,STONE CO SCHOOL DIST,2544,1993000,2334,2432000,2411,2437000,2518,2551000,14012000,3216000,7126000,24354000,0,664000,664000,13680000,5485000,7143000,26308000,0,608000,608000,13894000,10055000,7474000,31423000,0,760000,760000,19061000,5863000,9004000,33928000,0,842000,842000,376,311,295,303,0,773592.536,773592.536,2321942.657,0,692412.8960000001,692412.8960000001,2769651.5840000003,0,807591.2,807591.2,2589604.94
2804230,Mississippi,3,3,TATE CO SCHOOL DIST,2264,1417000,2097,1839000,2036,1893000,2014,1923000,13332000,2887000,7045000,23264000,20000,495000,515000,12780000,4697000,6438000,23915000,9000,570000,579000,12772000,7219000,5934000,25925000,17000,797000,814000,14261000,5691000,6377000,26329000,28000,543000,571000,359,322,329,330,23300.98,576699.255,600000.235,1650874.433,10249.533000000001,649137.0900000001,659386.623,2094321.2430000002,18064.539999999997,846908.1399999999,864972.6799999999,2011539.66
2804260,Mississippi,3,3,TISHOMINGO CO SP MUN SCH DIST,2984,2250000,2850,2654000,2893,2822000,2897,3154000,17359000,4328000,10472000,32159000,0,750000,750000,17094000,6351000,9312000,32757000,0,708000,708000,17528000,12097000,10172000,39797000,22000,850000,872000,19889000,6081000,11209000,37179000,16000,912000,928000,526,462,468,493,0,873786.75,873786.75,2621360.25,0,806296.596,806296.596,3022473.398,23377.64,903226.9999999999,926604.6399999999,2998713.6399999997
2804290,Mississippi,3,3,TUNICA COUNTY SCHOOL DISTRICT,1883,1737000,1776,2058000,1667,2184000,1671,2227000,10238000,4047000,14150000,28435000,26000,554000,580000,9521000,5359000,13771000,28651000,13000,432000,445000,9887000,6049000,14537000,30473000,17000,643000,660000,10517000,8184000,13211000,31912000,16000,433000,449000,213,200,182,170,30291.274,645437.146,675728.42,2023690.113,14804.881000000001,491977.58400000003,506782.465,2343726.546,18064.539999999997,683264.6599999999,701329.2,2320762.0799999996
2804320,Mississippi,3,3,TUPELO PUBLIC SCHOOL DIST,7002,6316000,7005,7748000,7151,8119000,7132,8996000,36330000,8349000,38208000,82887000,60000,1811000,1871000,35724000,13090000,40163000,88977000,91000,1765000,1856000,36760000,17584000,40223000,94567000,65000,2022000,2087000,42724000,18991000,40475000,102190000,70000,2061000,2131000,1032,995,992,1047,69902.94,2109903.739,2179806.679,7358449.484,103634.16700000002,2010047.3050000002,2113681.472,8823709.076000001,69070.29999999999,2148617.6399999997,2217687.94,8627411.78
2804350,Mississippi,3,3,UNION CO SCHOOL DIST,2931,2118000,2899,2433000,2961,2746000,2980,2972000,16764000,2777000,7128000,26669000,42000,651000,693000,16968000,5863000,7194000,30025000,56000,677000,733000,17626000,6418000,7706000,31750000,60000,708000,768000,20646000,6597000,8295000,35538000,19000,636000,655000,516,502,505,486,48932.058,758446.899,807378.957,2467573.782,63774.872,770992.6490000001,834767.5210000001,2770790.421,63757.2,752334.96,816092.1599999999,2917954.5199999996
2804380,Mississippi,3,3,UNION PUBLIC SCHOOL DIST,987,947000,940,1121000,932,1169000,927,1269000,6336000,1578000,1661000,9575000,0,215000,215000,6458000,2679000,1538000,10675000,0,247000,247000,6499000,3248000,1778000,11525000,0,228000,228000,7161000,3253000,1727000,12141000,0,244000,244000,212,195,208,228,0,250485.535,250485.535,1103301.403,0,281292.739,281292.739,1276636.277,0,242277.36,242277.36,1242202.7799999998
