dist_id,state,schlev,agchrt,district,total_enroll,tcurelsc,current_sped_exp,sped_instructional_exp,sped_pupil_support_services_exp,sped_instructional_support_exp,sped_student_transportation_exp,sped_teacher_salaries
3027790,Montana,2,3,Whitefish H S,581,8489000,429000,381000,41000,0,0,491000
3027810,Montana,1,3,Whitehall Elem,328,4095000,395000,395000,0,0,0,187000
3027840,Montana,2,3,Whitehall H S,144,1823000,97000,97000,0,0,0,32000
3028020,Montana,3,3,Wibaux K-12 Schools,151,3581000,263000,263000,0,0,0,34000
3028380,Montana,3,3,Winifred K-12 Schools,154,2294000,104000,104000,0,0,0,0
3028470,Montana,3,3,Winnett K-12 Schools,60,1598000,84000,84000,0,0,0,50000
3028590,Montana,1,3,Wolf Point Elem,511,8203000,324000,255000,69000,0,0,310000
3028620,Montana,2,3,Wolf Point H S,225,3866000,63000,37000,26000,0,0,9000
3028650,Montana,1,3,Woodman Elem,55,822000,20000,20000,0,0,0,29000
3028770,Montana,3,3,White Sulphur Spgs K-12,185,3731000,179000,179000,0,0,0,75000
3028800,Montana,1,3,Wyola Elem,88,2261000,115000,102000,14000,0,0,0
3028860,Montana,1,3,Yellowstone Academy Elem,58,5830000,4784000,2465000,1272000,79000,0,948000
3028911,Montana,2,3,Rocky Boy H S,148,2441000,101000,101000,0,0,0,62000
3100002,Nebraska,3,3,DAVID CITY PUBLIC SCHOOLS,676,12846000,1993000,1561000,363000,0,68000,586000
3100003,Nebraska,3,3,EAST BUTLER PUBLIC SCHOOLS,297,7695000,804000,774000,30000,0,0,237000
3100004,Nebraska,3,3,LAUREL-CONCORD-COLERIDGE SCHOOL,415,9459000,1107000,930000,157000,0,20000,289000
3100006,Nebraska,3,3,WEST POINT PUBLIC SCHOOLS,728,12069000,1169000,1079000,49000,0,41000,577000
3100008,Nebraska,3,3,WISNER-PILGER PUBLIC SCHOOLS,437,8548000,953000,907000,47000,0,0,346000
3100010,Nebraska,3,3,ANSELMO-MERNA PUBLIC SCHOOLS,245,4396000,285000,285000,0,0,0,103000
3100011,Nebraska,3,3,BROKEN BOW PUBLIC SCHOOLS,890,11885000,1876000,1279000,585000,0,11000,409000
3100012,Nebraska,3,3,CALLAWAY PUBLIC SCHOOLS,180,4309000,533000,454000,79000,0,0,222000
3100015,Nebraska,3,3,CAMBRIDGE PUBLIC SCHOOLS,288,5122000,516000,438000,78000,0,0,154000
3100016,Nebraska,3,3,GRAND ISLAND PUBLIC SCHOOLS,9990,132538000,21876000,16638000,4341000,0,897000,8832000
3100018,Nebraska,3,3,WAUNETA-PALISADE PUBLIC SCHS,230,4831000,526000,493000,0,0,33000,126000
3100021,Nebraska,3,3,WAVERLY SCHOOL DISTRICT 145,2165,28223000,4325000,3574000,562000,0,189000,1660000
3100022,Nebraska,3,3,NORTH PLATTE PUBLIC SCHOOLS,3782,51946000,7454000,6383000,1000000,0,71000,2704000
3100023,Nebraska,3,3,MAXWELL PUBLIC SCHOOLS,258,4456000,464000,464000,0,0,0,196000
3100024,Nebraska,3,3,SUTHERLAND PUBLIC SCHOOLS,305,5610000,454000,454000,0,0,0,123000
3100025,Nebraska,3,3,ELKHORN VALLEY SCHOOLS,446,7279000,586000,529000,26000,0,31000,182000
3100029,Nebraska,3,3,SUPERIOR PUBLIC SCHOOLS,410,7621000,1223000,1005000,147000,0,71000,502000
3100034,Nebraska,3,3,ASHLAND-GREENWOOD PUBLIC SCHS,1099,14668000,2298000,1811000,382000,0,105000,836000
3100041,Nebraska,3,3,STANTON COMMUNITY SCHOOLS,383,7225000,540000,440000,34000,0,66000,172000
3100065,Nebraska,3,3,FRANKLIN PUBLIC SCHOOLS,290,5330000,696000,578000,96000,0,23000,163000
3100066,Nebraska,3,3,SILVER LAKE PUBLIC SCHOOLS,226,5496000,542000,413000,50000,0,80000,184000
3100067,Nebraska,3,3,BANNER COUNTY PUBLIC SCHOOLS,151,4207000,325000,317000,9000,0,0,132000
3100070,Nebraska,3,3,AMHERST PUBLIC SCHOOLS,394,5013000,452000,452000,0,0,0,137000
3100071,Nebraska,3,3,TEKAMAH-HERMAN COMMUNITY SCHS,527,8742000,916000,868000,20000,0,28000,410000
3100072,Nebraska,3,3,LEYTON PUBLIC SCHOOLS,133,4073000,174000,150000,22000,0,2000,53000
3100073,Nebraska,3,3,ARNOLD PUBLIC SCHOOLS,192,3547000,253000,242000,10000,0,0,110000
3100076,Nebraska,3,3,SCRIBNER-SNYDER COMMUNITY SCHS,171,4816000,366000,339000,18000,0,9000,165000
3100077,Nebraska,3,3,DUNDY CO STRATTON PUBLIC SCHS,290,6363000,497000,460000,3000,0,34000,136000
3100080,Nebraska,3,3,ALMA PUBLIC SCHOOLS,359,6593000,986000,743000,243000,0,0,226000
3100082,Nebraska,3,3,STUART PUBLIC SCHOOLS,200,3593000,264000,260000,4000,0,0,119000
3100085,Nebraska,3,3,ST PAUL PUBLIC SCHOOLS,705,9786000,1083000,852000,201000,0,30000,426000
3100088,Nebraska,3,3,NORRIS SCHOOL DIST 160,2483,29247000,3263000,2664000,387000,0,212000,1191000
3100089,Nebraska,3,3,PALMER PUBLIC SCHOOLS,322,4861000,506000,419000,74000,0,13000,166000
3100090,Nebraska,3,3,BAYARD PUBLIC SCHOOLS,337,6604000,640000,630000,0,0,9000,298000
3100091,Nebraska,3,3,FULLERTON PUBLIC SCHOOLS,299,5585000,645000,543000,96000,0,7000,222000
3100095,Nebraska,3,3,CRETE PUBLIC SCHOOLS,2230,30211000,4034000,3183000,811000,0,41000,1128000
3100096,Nebraska,3,3,FRIEND PUBLIC SCHOOLS,251,4436000,324000,248000,76000,0,0,178000
3100097,Nebraska,3,3,MORRILL PUBLIC SCHOOLS,330,7679000,675000,540000,135000,0,0,191000
3100098,Nebraska,3,3,GERING PUBLIC SCHOOLS,2023,23500000,3106000,2740000,179000,0,186000,1547000
3100099,Nebraska,3,3,CENTENNIAL PUBLIC SCHOOLS,496,9771000,1188000,965000,180000,0,43000,373000
3100105,Nebraska,3,3,BRIDGEPORT PUBLIC SCHOOLS,506,9344000,1109000,1009000,0,0,100000,387000
3100109,Nebraska,3,3,SOUTHERN VALLEY SCHOOLS,383,8518000,1113000,843000,257000,0,13000,279000
3100110,Nebraska,3,3,SOUTH PLATTE PUBLIC SCHOOLS,218,4513000,484000,444000,36000,0,4000,151000
3100111,Nebraska,3,3,EUSTIS-FARNAM PUBLIC SCHOOLS,166,3832000,276000,256000,8000,0,13000,102000
3100112,Nebraska,3,3,LAKEVIEW COMMUNITY SCHOOLS,952,13416000,1575000,1303000,237000,0,35000,530000
3100114,Nebraska,3,3,LOGAN VIEW PUBLIC SCHOOLS,590,8901000,1199000,950000,238000,0,11000,341000
3100115,Nebraska,3,3,NORTH BEND CENTRAL PUBLIC SCHS,586,10072000,1062000,943000,105000,0,14000,476000
3100116,Nebraska,3,3,FREEMAN PUBLIC SCHOOLS,477,7161000,539000,528000,5000,0,6000,214000
3100117,Nebraska,3,3,HEARTLAND COMMUNITY SCHOOLS,353,6301000,1052000,721000,264000,0,67000,231000
3100118,Nebraska,3,3,FILLMORE CENTRAL PUBLIC SCHS,609,9271000,1924000,1460000,394000,0,69000,325000
3100120,Nebraska,3,3,HITCHCOCK CO SCH SYSTEM,310,5030000,590000,542000,0,0,47000,181000
3100121,Nebraska,3,3,DONIPHAN-TRUMBULL PUBLIC SCHS,450,8596000,1067000,994000,42000,0,31000,500000
3100122,Nebraska,3,3,SOUTH CENTRAL NEBRASKA UNIFIED 5,714,13278000,3063000,2675000,329000,0,58000,1197000
3100123,Nebraska,3,3,HIGH PLAINS COMMUNITY SCHOOLS,223,5642000,473000,381000,64000,0,28000,199000
3100124,Nebraska,3,3,BRUNING-DAVENPORT UNIFIED SYS,178,4636000,415000,388000,20000,0,7000,131000
3100125,Nebraska,3,3,DILLER-ODELL PUBLIC SCHOOLS,236,5001000,444000,431000,0,0,13000,170000
3100129,Nebraska,3,3,TWIN RIVER PUBLIC SCHOOLS,409,8687000,758000,584000,113000,0,60000,227000
3100130,Nebraska,3,3,CROSS COUNTY COMMUNITY SCHOOLS,367,6830000,671000,513000,143000,0,16000,145000
3100132,Nebraska,3,3,THAYER CENTRAL COMMUNITY SCHS,440,7323000,725000,628000,87000,0,10000,212000
3100133,Nebraska,3,3,EXETER-MILLIGAN PUBLIC SCHOOLS,165,4458000,622000,351000,132000,0,139000,189000
3100134,Nebraska,3,3,WILCOX-HILDRETH PUBLIC SCHOOLS,234,5157000,440000,437000,3000,0,0,162000
3100140,Nebraska,3,3,CREEK VALLEY SCHOOLS,172,4439000,583000,537000,45000,0,1000,168000
3100141,Nebraska,3,3,EMERSON-HUBBARD PUBLIC SCHOOLS,253,4993000,345000,329000,0,0,16000,134000
3100157,Nebraska,3,3,PERKINS COUNTY SCHOOLS,419,7472000,605000,531000,75000,0,0,196000
3100163,Nebraska,3,3,CHASE COUNTY SCHOOLS,625,9312000,870000,741000,108000,0,21000,239000
3100165,Nebraska,3,3,DOUGLAS CO WEST COMMUNITY SCHS,1053,16674000,2174000,1829000,241000,0,104000,1065000
3100170,Nebraska,3,3,GORDON-RUSHVILLE PUBLIC SCHS,550,9932000,1092000,1038000,42000,0,12000,461000
3100172,Nebraska,3,3,WEST HOLT PUBLIC SCHOOLS,459,7835000,1103000,883000,176000,0,45000,243000
3100176,Nebraska,3,3,JOHNSON CO CENTRAL PUBLIC SCHS,497,9400000,1028000,838000,162000,0,29000,417000
3100178,Nebraska,3,3,SOUTHWEST PUBLIC SCHOOLS,294,6013000,417000,416000,1000,0,0,94000
3100179,Nebraska,3,3,HUMBOLDT TABLE ROCK STEINAUER,300,7847000,1090000,934000,129000,0,27000,423000
3100183,Nebraska,3,3,HOWELLS-DODGE CONSOLIDATED SCHOOLS,301,5135000,416000,360000,44000,0,11000,142000
3100184,Nebraska,3,3,RIVERSIDE PUBLIC SCHOOLS,242,5521000,346000,287000,59000,0,0,139000
3100185,Nebraska,3,3,CENTRAL VALLEY PUBLIC SCHOOLS,327,8208000,1261000,927000,283000,0,51000,344000
3100187,Nebraska,3,3,BOYD COUNTY SCHOOLS,333,6258000,545000,532000,13000,0,1000,149000
3100189,Nebraska,3,3,SUMMERLAND PUBLIC SCHOOLS,437,7588000,868000,656000,140000,0,72000,255000
3101992,Nebraska,3,3,ELMWOOD-MURDOCK PUBLIC SCHOOLS,498,7164000,987000,850000,128000,0,10000,406000
3102770,Nebraska,3,3,ADAMS CENTRAL PUBLIC SCHOOLS,1004,16334000,3017000,2329000,642000,0,46000,911000
3102790,Nebraska,3,3,AINSWORTH COMMUNITY SCHOOLS,407,8279000,718000,701000,17000,0,0,290000
3102820,Nebraska,3,3,BOONE CENTRAL SCHOOLS,649,10926000,1029000,795000,174000,0,60000,374000
3102880,Nebraska,3,3,ALLEN CONSOLIDATED SCHOOLS,142,3859000,346000,307000,0,0,39000,142000
3102910,Nebraska,3,3,ALLIANCE PUBLIC SCHOOLS,1345,18399000,2779000,2632000,82000,0,64000,1323000
3103060,Nebraska,3,3,ANSLEY PUBLIC SCHOOLS,200,3675000,251000,219000,32000,0,0,88000
3103090,Nebraska,3,3,ARAPAHOE PUBLIC SCHOOLS,335,5312000,604000,472000,132000,0,0,161000
3103120,Nebraska,3,3,ARCADIA PUBLIC SCHOOLS,124,3539000,198000,198000,0,0,0,57000
3103130,Nebraska,3,3,ARLINGTON PUBLIC SCHOOLS,691,10431000,1269000,1079000,173000,0,18000,502000
3103210,Nebraska,3,3,ARTHUR COUNTY SCHOOLS,120,2609000,155000,155000,0,0,0,71000
3103330,Nebraska,3,3,AUBURN PUBLIC SCHOOLS,1051,13528000,1935000,1468000,392000,0,74000,590000
3103360,Nebraska,3,3,AURORA PUBLIC SCHOOLS,1226,19229000,2706000,2282000,322000,0,102000,1054000
3103420,Nebraska,3,3,AXTELL COMMUNITY SCHOOLS,335,5349000,678000,663000,12000,0,3000,194000
3103440,Nebraska,3,3,BANCROFT-ROSALIE COMM SCHOOLS,311,5525000,552000,436000,102000,0,13000,140000
3103540,Nebraska,3,3,BATTLE CREEK PUBLIC SCHOOLS,566,7410000,677000,572000,98000,0,7000,192000
3103600,Nebraska,3,3,BEATRICE PUBLIC SCHOOLS,2090,26187000,5392000,4267000,903000,0,223000,1702000
3103810,Nebraska,3,3,BELLEVUE PUBLIC SCHOOLS,9498,132826000,21818000,20182000,0,0,1636000,12508000
3103990,Nebraska,3,3,BENNINGTON PUBLIC SCHOOLS,4154,47106000,5780000,4195000,1248000,0,337000,1993000
3104020,Nebraska,3,3,BERTRAND PUBLIC SCHOOLS,243,4595000,625000,495000,128000,0,2000,175000
3104100,Nebraska,3,3,BLAIR COMMUNITY SCHOOLS,2274,26813000,4357000,3331000,879000,0,148000,1766000
3104140,Nebraska,3,3,BLOOMFIELD COMMUNITY SCHOOLS,271,5100000,394000,387000,0,0,6000,130000
3104200,Nebraska,3,3,BLUE HILL COMMUNITY SCHOOLS,318,5975000,913000,781000,109000,0,23000,370000
3104290,Nebraska,3,3,BRADY PUBLIC SCHOOLS,184,3763000,262000,256000,1000,0,5000,110000
3104640,Nebraska,3,3,BURWELL PUBLIC SCHOOLS,293,5165000,302000,293000,3000,0,5000,95000
3104870,Nebraska,3,3,CEDAR BLUFFS PUBLIC SCHOOLS,469,7077000,748000,547000,163000,0,38000,172000
3104920,Nebraska,3,3,CENTRAL CITY PUBLIC SCHOOLS,767,12808000,2111000,1676000,393000,0,42000,599000
3104950,Nebraska,3,3,RAYMOND CENTRAL PUBLIC SCHOOLS,742,11996000,1452000,1202000,192000,0,58000,515000
3104980,Nebraska,3,3,CHADRON PUBLIC SCHOOLS,941,14503000,1601000,1344000,257000,0,1000,430000
3105010,Nebraska,3,3,CHAMBERS PUBLIC SCHOOLS,119,2703000,155000,154000,1000,0,0,66000
3105160,Nebraska,3,3,CLARKSON PUBLIC SCHOOLS,224,4463000,624000,551000,71000,0,1000,218000
3105280,Nebraska,3,3,CODY-KILGORE PUBLIC SCHS,158,3185000,254000,242000,12000,0,0,85000
3105340,Nebraska,3,3,COLUMBUS PUBLIC SCHOOLS,4111,52764000,9089000,6852000,1714000,0,522000,2431000
3105460,Nebraska,3,3,COZAD COMMUNITY SCHOOLS,949,14286000,1808000,1612000,145000,0,52000,651000
3105520,Nebraska,3,3,CRAWFORD PUBLIC SCHOOLS,174,3812000,213000,181000,32000,0,0,61000
3105550,Nebraska,3,3,CREIGHTON COMMUNITY PUBLIC SCHOOLS,290,5406000,535000,529000,0,0,7000,187000
3105630,Nebraska,3,3,CROFTON COMMUNITY SCHOOLS,358,6430000,622000,595000,0,0,28000,232000
3105910,Nebraska,3,3,DESHLER PUBLIC SCHOOLS,242,5146000,904000,750000,134000,0,20000,228000
3105970,Nebraska,3,3,TRI COUNTY PUBLIC SCHOOLS,430,7244000,804000,804000,0,0,0,282000
3109120,Nebraska,3,3,HAYES CENTER PUBLIC SCHOOLS,148,3405000,154000,154000,0,0,0,48000
3119560,Nebraska,3,3,UMO N HO N NATION PUBLIC SCHS,631,20356000,1570000,1570000,0,0,0,759000
3162950,Nebraska,3,3,CENTURA PUBLIC SCHOOLS,481,8077000,1031000,863000,141000,0,26000,452000
3169840,Nebraska,3,3,DORCHESTER PUBLIC SCHOOL,235,4036000,353000,328000,18000,0,7000,93000
3170020,Nebraska,3,3,ELBA PUBLIC SCHOOLS,122,3084000,195000,195000,0,0,0,120000
3170050,Nebraska,3,3,ELGIN PUBLIC SCHOOLS,197,3825000,274000,256000,10000,0,9000,114000
3170110,Nebraska,3,3,ELKHORN PUBLIC SCHOOLS,11319,129455000,20324000,15526000,3824000,0,974000,6798000
3170140,Nebraska,3,3,ELM CREEK PUBLIC SCHOOLS,374,5583000,675000,464000,186000,0,26000,117000
3170220,Nebraska,3,3,ELWOOD PUBLIC SCHOOLS,198,4392000,354000,239000,115000,0,0,115000
3170440,Nebraska,3,3,FAIRBURY PUBLIC SCHOOLS,909,14755000,2958000,2578000,316000,0,65000,772000
3170530,Nebraska,3,3,FALLS CITY PUBLIC SCHOOLS,880,14063000,2109000,1974000,113000,0,22000,895000
3170650,Nebraska,3,3,FORT CALHOUN COMMUNITY SCHS,825,10444000,1471000,1200000,226000,0,44000,540000
3170710,Nebraska,3,3,FREMONT PUBLIC SCHOOLS,5217,66835000,10598000,7527000,1887000,0,1185000,3999000
3170800,Nebraska,3,3,GARDEN COUNTY SCHOOLS,193,5212000,689000,565000,122000,0,1000,306000
3170980,Nebraska,3,3,GIBBON PUBLIC SCHOOLS,554,8105000,849000,623000,222000,0,4000,354000
3171010,Nebraska,3,3,GILTNER PUBLIC SCHOOLS,246,4022000,524000,440000,84000,0,0,157000
3171100,Nebraska,3,3,GOTHENBURG PUBLIC SCHOOLS,847,12561000,1602000,1293000,309000,0,0,505000
3171220,Nebraska,3,3,GRETNA PUBLIC SCHOOLS,6529,75838000,12184000,8965000,2667000,0,551000,4202000
3171370,Nebraska,3,3,HAMPTON PUBLIC SCHOOL,191,3563000,419000,371000,20000,0,28000,194000
3171520,Nebraska,3,3,HARTINGTON NEWCASTLE PUBLIC SCHOOLS,400,7098000,1045000,961000,0,0,84000,305000
3171550,Nebraska,3,3,HARVARD PUBLIC SCHOOLS,207,4879000,1197000,1002000,177000,0,18000,317000
3171580,Nebraska,3,3,HASTINGS PUBLIC SCHOOLS,3644,50400000,10114000,7514000,1985000,0,614000,3729000
3171610,Nebraska,3,3,HAY SPRINGS PUBLIC SCHOOLS,201,3823000,193000,163000,27000,0,2000,85000
3171730,Nebraska,3,3,HEMINGFORD PUBLIC SCHOOLS,395,7266000,784000,727000,57000,0,0,277000
3171820,Nebraska,3,3,HERSHEY PUBLIC SCHOOLS,557,8334000,651000,575000,77000,0,0,263000
3171940,Nebraska,3,3,HOLDREGE PUBLIC SCHOOLS,1014,15791000,2403000,1894000,488000,0,21000,685000
3172000,Nebraska,3,3,HOMER COMMUNITY SCHOOLS,428,6747000,639000,637000,0,0,3000,259000
3172150,Nebraska,3,3,HUMPHREY PUBLIC SCHOOLS,319,4852000,782000,729000,40000,0,13000,214000
3172210,Nebraska,3,3,HYANNIS AREA SCHOOLS,147,3323000,209000,162000,46000,0,1000,67000
3172335,Nebraska,3,3,JOHNSON-BROCK PUBLIC SCHOOLS,363,5060000,321000,310000,11000,0,0,96000
3172390,Nebraska,3,3,KEARNEY PUBLIC SCHOOLS,6152,70582000,10220000,8130000,1625000,0,465000,4204000
3172420,Nebraska,3,3,KENESAW PUBLIC SCHOOLS,283,4748000,427000,404000,23000,0,0,162000
3172480,Nebraska,3,3,KEYA PAHA COUNTY SCHOOLS,86,2614000,59000,59000,0,0,0,34000
3172570,Nebraska,3,3,KIMBALL PUBLIC SCHOOLS,394,6838000,725000,712000,0,0,14000,358000
3172720,Nebraska,3,3,LEIGH COMMUNITY SCHOOLS,276,4256000,274000,197000,69000,0,8000,85000
3172780,Nebraska,3,3,LEWISTON CONSOLIDATED SCHOOLS,177,4512000,323000,292000,31000,0,0,144000
3172810,Nebraska,3,3,LEXINGTON PUBLIC SCHOOLS,3221,45331000,5965000,4730000,1064000,0,172000,2120000
3172840,Nebraska,3,3,LINCOLN PUBLIC SCHOOLS,41850,568023000,93311000,64926000,18084000,0,10301000,30851000
3172910,Nebraska,3,3,LITCHFIELD PUBLIC SCHOOLS,115,2980000,175000,175000,0,0,0,64000
3172990,Nebraska,3,3,LOOMIS PUBLIC SCHOOLS,278,4479000,382000,329000,53000,0,0,115000
3173050,Nebraska,3,3,LOUISVILLE PUBLIC SCHOOLS,702,9491000,1021000,816000,101000,0,105000,410000
3173090,Nebraska,3,3,LOUP CITY PUBLIC SCHOOLS,330,6078000,556000,447000,107000,0,1000,185000
3173120,Nebraska,3,3,LOUP COUNTY PUBLIC SCHOOLS,83,2741000,182000,179000,3000,0,0,67000
3173210,Nebraska,3,3,LYONS-DECATUR NORTHEAST SCHS,274,5826000,770000,703000,14000,0,53000,316000
3173230,Nebraska,3,3,MADISON PUBLIC SCHOOLS,543,8818000,648000,589000,33000,0,26000,257000
3173290,Nebraska,3,3,MALCOLM PUBLIC SCHOOLS,644,9258000,1117000,899000,179000,0,39000,474000
3173440,Nebraska,3,3,MAYWOOD PUBLIC SCHOOLS,196,3921000,402000,402000,0,0,0,87000
3173470,Nebraska,3,3,MC COOK PUBLIC SCHOOLS,1376,19016000,3310000,2717000,529000,0,64000,1149000
3173500,Nebraska,3,3,MC COOL JUNCTION PUBLIC SCHS,240,4638000,583000,471000,79000,0,33000,149000
3173560,Nebraska,3,3,MC PHERSON COUNTY SCHOOLS,52,2173000,87000,87000,0,0,0,58000
3173590,Nebraska,3,3,MEAD PUBLIC SCHOOLS,283,4878000,214000,188000,0,0,26000,104000
3173600,Nebraska,3,3,MEDICINE VALLEY PUBLIC SCHOOLS,209,4488000,424000,383000,23000,0,17000,117000
3173660,Nebraska,3,3,MERIDIAN PUBLIC SCHOOLS,224,4423000,299000,298000,0,0,1000,122000
3173710,Nebraska,3,3,MILFORD PUBLIC SCHOOLS,819,11276000,1522000,1288000,168000,0,66000,411000
3173740,Nebraska,3,3,MILLARD PUBLIC SCHOOLS,23637,273693000,42542000,31518000,7529000,0,3494000,13132000
3173800,Nebraska,3,3,MINATARE PUBLIC SCHOOLS,152,4142000,297000,297000,0,0,1000,118000
3173830,Nebraska,3,3,MINDEN PUBLIC SCHOOLS,820,12698000,1663000,1298000,353000,0,12000,538000
3173890,Nebraska,3,3,MITCHELL PUBLIC SCHOOLS,620,9049000,739000,724000,0,0,15000,310000
3174040,Nebraska,3,3,MULLEN PUBLIC SCHOOLS,163,3993000,336000,334000,1000,0,0,109000
3174160,Nebraska,3,3,NEBRASKA CITY PUBLIC SCHOOLS,1428,17708000,3180000,2700000,433000,0,47000,1080000
3174200,Nebraska,3,3,CONESTOGA PUBLIC SCHOOLS,709,11382000,1645000,1269000,206000,0,171000,644000
3174220,Nebraska,3,3,NELIGH-OAKDALE SCHOOLS,351,6280000,621000,544000,33000,0,43000,225000
3174340,Nebraska,3,3,NEWMAN GROVE PUBLIC SCHOOLS,219,3754000,246000,239000,4000,0,4000,80000
3174370,Nebraska,3,3,NIOBRARA PUBLIC SCHOOLS,214,5577000,622000,592000,0,0,30000,180000
3174430,Nebraska,3,3,NORFOLK PUBLIC SCHOOLS,4518,60655000,9319000,7323000,1831000,0,165000,3286000
3174580,Nebraska,3,3,NORTHWEST PUBLIC SCHOOLS,1465,20410000,2093000,1466000,617000,0,9000,652000
3174640,Nebraska,3,3,OAKLAND CRAIG PUBLIC SCHOOLS,416,6933000,707000,676000,5000,0,25000,303000
3174760,Nebraska,3,3,OGALLALA PUBLIC SCHOOLS,845,13882000,1964000,1679000,240000,0,45000,736000
3174820,Nebraska,3,3,OMAHA PUBLIC SCHOOLS,51754,858360000,105729000,66333000,20277000,0,19120000,27794000
3174850,Nebraska,3,3,O'NEILL PUBLIC SCHOOLS,829,13264000,1966000,1575000,335000,0,56000,728000
3174940,Nebraska,3,3,ORD PUBLIC SCHOOLS,562,9281000,905000,776000,120000,0,9000,380000
3175000,Nebraska,3,3,OSCEOLA PUBLIC SCHOOLS,244,4949000,535000,409000,124000,0,3000,167000
3175030,Nebraska,3,3,OSMOND COMMUNITY SCHOOLS,170,3935000,512000,393000,79000,0,40000,128000
3175060,Nebraska,3,3,OVERTON PUBLIC SCHOOLS,277,4778000,252000,252000,0,0,0,121000
3175210,Nebraska,3,3,PALMYRA DISTRICT O R 1,711,8503000,1113000,719000,373000,0,21000,398000
3175270,Nebraska,3,3,PAPILLION LA VISTA COMMUNITY SCHOOLS,12031,149455000,25321000,19886000,4275000,0,1160000,9842000
3175330,Nebraska,3,3,PAWNEE CITY PUBLIC SCHOOLS,268,5288000,588000,437000,134000,0,17000,187000
3175360,Nebraska,3,3,PAXTON CONSOLIDATED SCHOOLS,207,4103000,352000,318000,34000,0,0,96000
3175390,Nebraska,3,3,PENDER PUBLIC SCHOOLS,443,6961000,822000,815000,0,0,7000,300000
3175510,Nebraska,3,3,PIERCE PUBLIC SCHOOLS,690,9562000,938000,823000,100000,0,15000,229000
3175570,Nebraska,3,3,PLAINVIEW PUBLIC SCHOOLS,346,5720000,432000,338000,18000,0,77000,137000
3175630,Nebraska,3,3,SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,1203,19345000,2621000,1890000,554000,0,176000,888000
3175660,Nebraska,3,3,PLATTSMOUTH COMMUNITY SCHOOLS,1504,21183000,4177000,3344000,548000,0,284000,1550000
3175690,Nebraska,3,3,PLEASANTON PUBLIC SCHOOLS,304,4449000,386000,386000,0,0,0,123000
3175770,Nebraska,3,3,PONCA PUBLIC SCHOOLS,442,7252000,497000,487000,0,0,11000,261000
3175810,Nebraska,3,3,POTTER-DIX PUBLIC SCHOOLS,166,3982000,309000,309000,0,0,0,3000
3175900,Nebraska,3,3,RALSTON PUBLIC SCHOOLS,3352,44341000,7128000,5359000,1167000,0,603000,2389000
3175930,Nebraska,3,3,RANDOLPH PUBLIC SCHOOLS,260,4504000,320000,311000,0,0,9000,94000
3175960,Nebraska,3,3,RAVENNA PUBLIC SCHOOLS,413,7610000,1080000,983000,70000,0,27000,381000
3175990,Nebraska,3,3,RED CLOUD COMMUNITY SCHOOLS,269,5107000,954000,773000,180000,0,0,351000
3176170,Nebraska,3,3,ROCK COUNTY PUBLIC SCHOOLS,238,4559000,346000,346000,0,0,0,120000
3176380,Nebraska,3,3,SANDHILLS PUBLIC SCHOOLS,82,3056000,124000,119000,5000,0,0,43000
3176400,Nebraska,3,3,ISANTI COMMUNITY SCHOOL,239,9381000,1114000,1112000,2000,0,0,346000
3176410,Nebraska,3,3,SARGENT PUBLIC SCHOOLS,174,3623000,213000,206000,7000,0,0,101000
3176450,Nebraska,3,3,SCHUYLER COMMUNITY SCHOOLS,1984,25807000,2417000,2141000,266000,0,10000,841000
3176470,Nebraska,3,3,SCOTTSBLUFF PUBLIC SCHOOLS,3519,45424000,8272000,6694000,1318000,0,260000,3298000
3176560,Nebraska,3,3,SEWARD PUBLIC SCHOOLS,1496,20359000,3146000,2662000,415000,0,69000,1277000
3176590,Nebraska,3,3,SHELBY - RISING CITY PUBLIC SCHOOLS,411,7077000,713000,545000,155000,0,13000,178000
3176620,Nebraska,3,3,SHELTON PUBLIC SCHOOLS,269,4606000,437000,431000,0,0,6000,182000
3176650,Nebraska,3,3,SHICKLEY PUBLIC SCHOOLS,164,3964000,371000,284000,78000,0,9000,148000
3176710,Nebraska,3,3,SIDNEY PUBLIC SCHOOLS,1276,17391000,1835000,1447000,336000,0,52000,665000
3176800,Nebraska,3,3,SIOUX COUNTY PUBLIC SCHOOLS,89,3215000,221000,212000,7000,0,2000,68000
3176860,Nebraska,3,3,SO SIOUX CITY COMMUNITY SCHS,3783,55072000,8350000,6829000,1006000,0,514000,2850000
3176980,Nebraska,3,3,ST EDWARD PUBLIC SCHOOLS,172,3479000,437000,396000,40000,0,1000,104000
3177100,Nebraska,3,3,STAPLETON PUBLIC SCHOOLS,180,3509000,238000,236000,0,0,1000,104000
3177180,Nebraska,3,3,SOUTHERN SCHOOL DISTRICT 1,379,6248000,957000,837000,94000,0,25000,340000
3177190,Nebraska,3,3,STERLING PUBLIC SCHOOLS,224,3578000,240000,227000,13000,0,0,115000
3177340,Nebraska,3,3,SUMNER-EDDYVILLE-MILLER SCHS,222,4569000,434000,403000,0,0,32000,113000
3177520,Nebraska,3,3,SUTTON PUBLIC SCHOOLS,420,6828000,862000,633000,203000,0,26000,259000
3177550,Nebraska,3,3,SYRACUSE-DUNBAR-AVOCA SCHOOLS,793,10868000,1626000,1368000,222000,0,36000,666000
3177730,Nebraska,3,3,THEDFORD PUBLIC SCHOOLS,137,3114000,65000,65000,0,0,0,42000
